,city,id,links,name,phone_numbers,state,street_address,zip_code
645,LOUISBURG,9206,['http://www.louisberg.edu/'],LOUISBURG COLLEGE,['919-496-3201'],NC,501 NORTH MAIN ST,27549
646,FAYETTEVILLE,9222,['http://www.methodist.edu/'],METHODIST COLLEGE,['910-630-7251'],NC,5400 RAMSEY ST,28311
647,NEW BERN,8288,['http://www.moc.edu/'],MOUNT OLIVE COLLEGE,"['800-868-5479', '252-633-4464']",NC,2912 TRENT ROAD,28560
648,DURHAM,8241,['http://www.moc.edu/'],MOUNT OLIVE COLLEGE,['919-941-2970'],NC,"5001 S. MIAMI BOULEVARD, SUITE 112",27703
649,MOUNT OLIVE,8372,['http://www.moc.edu/'],MOUNT OLIVE COLLEGE,['919-658-7165'],NC,634 HENDERSON ST,28365
650,JACKSONVILLE,7869,[],MOUNT OLIVE COLLEGE,['910-455-1677'],NC,2543 ONSLOW DRIVE,28540
651,ROCKY MOUNT,9434,['http://www.nashcc.edu/'],NASH COMMUNITY COLLEGE,['252-451-8246'],NC,522 NORTH OLD CARRIAGE ROAD,27804
652,CHARLOTTE,8537,['http://www.ncelitecareer.com/'],NC ELITE CAREER CENTER OF CHARLOTTE,['(704) 919-0455'],NC,5108 REAGAN DR. SUITE 12,28206
653,CARY,8530,['http://www.ncelitecareer.com/'],NC ELITE CAREER CENTER OF TRIANGLE,['(919) 677-9026'],NC,132 QUADE DRIVE,27513
654,DURHAM,8446,['http://www.nccu.edu/'],NORTH CAROLINA CENTRAL UNIVERSITY,['919-530-7368'],NC,C 305 L.P. WALKER COMPLEX,27707
655,DURHAM,8013,['http://www.ncwc.edu/'],NORTH CAROLINA WESLEYAN COLLEGE AT RALEIGH-DURHAM,['(919) 465-4784'],NC,4426 S. MIAMI BOULEVARD,27703
656,ROCKY MOUNT,9252,['http://www.ncwc.edu/'],NORTH CAROLINA WESLEYAN COLLEGE AT ROCKY MOUNT,['919-465-4784'],NC,3400 NORTH WESLEYAN BLVD,27804
657,MISENHEIMER,8512,[],PFEIFFER UNIVERSITY,[],NC,48380 U.S. HWY 52 N,28109
658,CHARLOTTE,8517,['http://www.pfeiffer.edu/'],PFEIFFER UNIVERSITY - CHARLOTTE,['704-463-3452'],NC,4701 PARK ROAD,28209
659,SALISBURY,8132,['http://www.rccc.edu/'],ROWAN-CABARRUS COMMUNITY COLLEGE,['704-216-3468'],NC,1333 JAKE ALEXANDER BLVD S,28146
660,MORRISVILLE,9025,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['919-466-4420'],NC,4 COPLEY PARKWAY,27560
661,RALEIGH,9937,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['919-301-6520'],NC,8701 WADFORD DRIVE,27616
662,HUNTERSVILLE,8150,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['704-379-6829'],NC,"13620 REESE BLVD., SUITE 130",28078
663,RALEIGH,7722,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['919-890-7529'],NC,3421 OLYMPIA DRIVE,27603
664,GREENSBORO,8363,['http://www.strayer.edu/'],STRAYER UNIVERSITY - GREENSBORO CAMPUS,['(336) 315-7832'],NC,"4900 KOGER BLVD, STE 400",27407
665,CONCORD,9023,['http://www.strayer.edu/'],STRAYER UNIVERSITY - NORTH CHARLOTTE,['(704) 886-6529'],NC,"7870 COMMONS PARK CIRCLE, NW",28027
666,WASHINGTON,8170,['https://www.umo.edu/'],UNIVERSITY OF MOUNT OLIVE,['(252) 940-0146'],NC,4525 HIGHWAY 264 WEST,27889
667,GOLDSBORO,7216,['http://www.moc.edu/'],UNIVERSITY OF MOUNT OLIVE AT SEYMOUR JOHNSON AFB,['(919) 299-4925'],NC,1520 GOODSON STREET,27531
668,WILMINGTON,8294,['http://www.moc.edu/'],UNIVERSITY OF MOUNT OLIVE AT WILMINGTON,['800-300-7478'],NC,"1838 SIR TYLER DRIVE, SUITE 100",28405
669,GREENSBORO,7823,['http://www.uncg.edu/shs/ctc/'],UNIVERSITY OF NORTH CAROLINA GREENSBORO,['336-334-5877'],NC,"COUNSELING &AMP; TESTING CENTER, 107 GRAY DRIVE, ROOM 217-A",27402
670,WILMINGTON,7863,['http://www.uncw.edu/reg/transfercredit-examdsst.htm'],UNIVERSITY OF NORTH CAROLINA WILMINGTON,['910-962-3036'],NC,601 S. COLLEGE ROAD,28403
671,JACKSONVILLE,7218,['http://uncw.edu/onslow/testing.html'],UNIVERSITY OF NORTH CAROLINA WILMINGTON,"['910-450-5876', '910-451-5457 (FAX)']",NC,,28547
672,CHARLOTTE,7840,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['704 501 2923'],NC,"3800 ARCO CORPORATE DRIVE, SUITE 100",28273
673,CHARLOTTE,8989,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - CHARLOTTE NORTH LEARNING CENTER,['(704) 501-2923'],NC,10925 DAVID TAYLOR DRIVE SUITE 100,28262
674,CULLOWHEE,7914,['http://www.wcu.edu/9467.asp'],WESTERN CAROLINA UNIVERSITY,['828-227-7211'],NC,"DISTANCE &AMP; CONTINUING EDUCATION, EDUCATINO OUTREACH, 138 CORDELIA CAMP BUILDING",28723
675,BISMARCK,9200,['http://www.bsc.nodak.edu'],BISMARCK STATE COLLEGE,['701 224 5658'],ND,1500 EDWARDS AVENUE,58501
676,BISMARCK,7262,['http://www.bismarckstate.edu/'],BISMARCK STATE COLLEGE,['(701) 224-5658'],ND,1500 EDWARDS AVENUE,58506
677,DICKINSON,8804,['http://www.dickinsonstate.edu/'],DICKINSON STATE UNIVERSITY,['701-483-2964'],ND,291 CAMPUS DR,59601
678,MINOT,8641,['http://www.minotstateu.edu/'],MINOT STATE UNIVERSITY,['(701) 858-3990'],ND,500 W UNIVERSITY AVE,58707
679,MINOT,7185,['http://www.minotstateu.edu/'],MINOT STATE UNIVERSITY - MINOT AFB,['(701) 858-3990'],ND,500 UNIVERSITY AVE W,58701
680,FARGO,8514,['http://www.umary.edu/um/'],UNIVERSITY OF MARY,['877-868-6279'],ND,1351 PAGE DRIVE,58103
681,BISMARCK,9213,['http://www.umary.edu/um/'],UNIVERSITY OF MARY,['(701) 355-8050'],ND,7500 UNIVERSITY DR,58504
682,GRAND FORKS,8675,['http://und.edu/testing-center'],UNIVERSITY OF NORTH DAKOTA,['(701) 777-4264'],ND,2891 2ND AVENUE NORTH STOP 9040,58202
683,OMAHA,7961,['http://www.bellevue.edu/'],BELLEVUE UNIVERSITY,['402-557-7713'],NE,2810 NORTH 118TH CIRCLE,68164
684,BELLEVUE,9059,['http://www.bellevue.edu/'],BELLEVUE UNIVERSITY,['800-756-7920'],NE,1000 GALVIN ROAD SOUTH,68005
685,SEWARD,8765,['http://www.cune.edu/'],CONCORDIA COLLEGE,['402-643-7336'],NE,800 NORTH COLUMBIA AVENUE,68434
686,OMAHA,8556,['http://www.mccneb.edu/'],METROPOLITAN COMMUNITY COLLEGE - ELKHORN VALLEY CAMPUS,['402-289-1278'],NE,"ELKHORN VALLEY CAMPUS, 30TH AND FORT STREET",68111
687,OMAHA,8557,['http://www.mccneb.edu/'],METROPOLITAN COMMUNITY COLLEGE - FT OMAHA CAMPUS,['402-457-2204'],NE,"FORT OMAHA CAMPUS, 30TH AND FORT STREET",68111
688,OMAHA,8558,['http://www.mccneb.edu/'],METROPOLITAN COMMUNITY COLLEGE - SOUTH OMAHA CAMPUS,['402-738-4613'],NE,2902 ED BABE GOMEZ AVENUE,68111
689,NORTH PLATTE,9612,['http://www.mpcc.edu/'],MIDPLAINS COMMUNITY COLLEGE,['308-535-3618'],NE,"CAREER SERVICES CENTER, 1101 HALLIGAN DRIVE",69101
690,NORFOLK,8831,['http://www.northeast.edu/'],NORTHEAST COMMUNITY COLLEGE,['(402) 844-7281'],NE,801 EAST BENJAMIN AVENUE,68702
691,KEARNEY,8502,['http://www.unk.edu/'],UNIVERSITY OF NEBRASKA,['308-865-8054'],NE,"UNK TESTING CENTER, 1615 W. 24TH STREET, C106",68847
692,OMAHA,9360,['http://www.unomaha.edu/'],UNIVERSITY OF NEBRASKA - DODGE CAMPUS,['(402) 554-4800'],NE,"KAYSER HALL ROOM 522, 6001 DODGE STREET",68182
693,OFUTT AFB,7151,['http://www.unomaha.edu/'],UNIVERSITY OF NEBRASKA OMAHA â OFUTT AFB,"['(402) 595-1067', '(402) 595-2371']",NE,"106 PEACEKEEPER DRIVE, BUILDING D, CLASSROOM 19",68113
694,CONCORD,8478,['http://www.granite.edu/'],GRANITE STATE COLLEGE,['603-513-1303'],NH,25 HALL ST,03301
695,CLAREMONT,8064,['http://www.granite.edu/'],GRANITE STATE COLLEGE,['603-372-4206'],NH,27 PLEASANT STREET,03743
696,CONWAY,8749,['http://www.granite.edu/'],GRANITE STATE COLLEGE,['603-452-1506'],NH,"53 TECHNOLOGY LANE, SUITE 150",03818
697,ROCHESTER,8369,['http://www.granite.edu/'],GRANITE STATE COLLEGE,['603-822-5408'],NH,"35 E. INDUSTRIAL WAY, SUITE 101",03867
698,PLYMOUTH,9863,['http://www.plymouth.edu/'],PLYMOUTH STATE UNIVERSITY,['(603) 535-3065'],NH,"CENTER FOR STUDENT SUCCESS, 17 HIGH STREET, MSC 61",03264
699,BLOOMFIELD,9905,['http://www.bloomfield.edu/'],BLOOMFIELD COLLEGE,['(973) 748-9000 EXT. 1239'],NJ,467 FRANKLIN STREET,07003
700,LINCROFT,9071,['http://www.brookdalecc.edu/'],BROOKDALE COMMUNITY COLLEGE,['732-224-2076'],NJ,765 NEWMAN SPRINGS RD,07738
701,CALDWELL,9138,['http://www.caldwell.edu/'],CALDWELL UNIVERSITY,['973-618-3280'],NJ,9 RYERSON AVE,07006
702,BLACKWOOD,8391,['http://www.camdence.edu/testing'],CAMDEN COUNTY COLLEGE,['856-227-7200 X4416'],NJ,200 COLLEGE DRIVE,08012
703,NORTH BRUNSWICK,7835,['http://www.devry.edu/'],DEVRY UNIVERSITY -  NORTH BRUNSWICK CAMPUS,['(732) 729-3823'],NJ,630 U.S. HIGHWAY 1,08902
704,FAIRFIELD,8906,['http://www.federalcomputers.com/'],FEDERAL COMPUTERS INC,['(973) 769-2291'],NJ,"130 CLINTON RD. STE. 203, LOBBY A",07004
705,LAKEWOOD,8282,['http://www.georgian.edu/'],GEORGIAN COURT UNIVERSITY,['732-987-2718'],NJ,900 LAKEWOOD AVE,08701
706,SEWELL,8194,['http://www.gccnj.edu/'],GLOUCSTER COUNTY COLLEGE,['856-681-6249'],NJ,1400 TANYARD ROAD,08080
707,TRENTON,9220,['http://www.mccc.edu/'],MERCER COUNTY COMMUNITY COLLEGE,['609-570-3298'],NJ,1200 OLD TRENTON RD,08690
708,PISCATAWAY,8891,['http://http://www.nursetutorteam.com/'],NURSE TUTOR TEAM,['908-432-7864'],NJ,366 VAIL AVENUE,08854
709,TOMS RIVER,9956,['http://www.ocean.edu/'],OCEAN COUNTY COLLEGE,[],NJ,,08754
710,NORTH BRANCH,9011,['http://www.raritanval.edu/'],RARITAN VALLEY COMMUNITY COLLEGE,['908-526-1200 X8313'],NJ,ROUTE 28 &AMP; LAMINGTON ROAD,08876
711,GLASSBORO,8042,['http://www.rowan.edu/'],ROWAN UNIVERSITY,['856-256-4260'],NJ,"201 MULLICA HILL RD, SAVITZ HALL",08028
712,WILLINGBORO,8904,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['609-835-6029'],NJ,"300 WILLINGBORO WAY, SUITE 125",08046
713,CHERRY HILL,7846,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['856-482-4229'],NJ,"2201 ROUTE 38, SUITE 800",08002
714,LAWRENCEVILLE,7956,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['609-406-7629'],NJ,"3150 BRUNSWICK PIKE, SUITE 100",08648
715,PISCATAWAY,7960,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['732-743-3829'],NJ,"242 OLD NEW BRUNSWICK ROAD, SUITE 220",08854
716,NEWTON,7985,['http://sussex.edu/academics/testing/'],SUSSEX COUNTY COMMUNITY COLLEGE,['973-300-2155'],NJ,1 COLLEGE HILL ROAD,07680
717,MCGUIRE AFB,7215,['http://www.tesu.edu/'],THOMAS EDISON STATE UNIVERSITY - MCGUIRE AFB,['(609) 777-5696 EX.2197'],NJ,,08641
718,JERSEY CITY,9398,[],UNIVERSITY OF PHOENIX,[],NJ,88 TOWN SQUARE PLACE,07310
719,WASHINGTON,8542,['http://www.warren.edu/'],WARREN COUNTY COMMUNITY COLLEGE,['908-835-2318'],NJ,475 ROUTE 57 WEST,07882
720,WAYNE,9639,['http://www.wpunj.edu/'],WILLIAM PATERSON COLLEGE,['973-720-3107'],NJ,"HUNZIKER WING 220, 300 POMPTON RD",07470
721,CLOVIS,7259,['http://www.clovis.edu/'],CLOVIS COMMUNITY COLLEGE - CANNON AFB,['(575) 769-4019'],NM,"CANNON AFB, 110 E. ALISON AVE. BUILDING 600",88103
722,HOLLOMAN AFB,7199,['http://military.coastline.edu/'],COASTLINE COMMUNITY COLLEGE,"['575-479-1045', '714-241-6272']",NM,"596 FOURTH STREET, SUITE 218",88330
723,PORTALES,9135,['http://www.enmu.edu/'],EASTERN NEW MEXICO UNIVERSITY,['575-562-2280'],NM,"1500 S AVENUE K, STATION #34, SAS BUILDING, ROOM 186",88130
724,ROSWELL,8967,['http://www.roswell.enmu.edu/'],EASTERN NEW MEXICO UNIVERSITY,['505-624-7145'],NM,52 UNIVERSITY BLVD,88203
725,KIRTLAND AFB,7291,['http://www.lewisu.edu/campuses/albuquerque/'],LEWIS UNIVERSITY - ALBUQUERQUE,['505-265-3947'],NM,"KIRTLAND EDUCATION CENTER, 1900 WYOMING BOULEVARD, S.E.",87117
726,ALBUQUERQUE,7852,['http://www.national.edu/'],NATIONAL AMERICAN UNIVERSITY,['505) 348-3721'],NM,4775 INDIAN SCHOOL RD NE STE. 200,87110
727,ESPANOLA,8703,['http://www.nnmc.edu/'],NORTHERN NEW MEXICO  COLLEGE,"['505-747-2164', '505-747-2154']",NM,921 PASEO DE ONATE,87532
728,FARMINGTON,7817,['http://www.sanjuancollege.edu/'],SAN JUAN COLLEGE,['505-566-3452'],NM,4601 COLLEGE BLVD,87402
729,SANTA FE,8332,['http://www.sfccnm.edu/'],SANTA FE COMMUNITY COLLEGE,['505-438-1264'],NM,6401 RICHARDS AVE,87502
730,ALBUQUERQUE,9643,['http://www.unm.edu/'],UNIVERSITY OF NEW MEXICO,['505-277-8297'],NM,"1 UNIVERSITY OF NEW MEXICO, MSC 03 2190",87131
731,SANTA TERESA,9738,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX â SANTA TERESA LEARNING CENTER,['(575) 874-4607'],NM,UNIVERSITY OF PHOENIX 1270 COUNTRY CLUB ROAD,88008
732,CLOVIS,9561,['http://www.wbu.edu/colleges-in-clovis/'],WAYLAND BAPTIST UNIVERSITY,['505-763-0535'],NM,121 EAST 4TH STREET,88101
733,FALLON,7212,['http://military.coastline.edu/'],COASTLINE COMMUNITY COLLEGE - NAS FALLON,['(775) 423-3711'],NV,4755 PASTURE ROAD (FFSC - BLDG 309),89496
734,HENDERSON,9009,['http://www.csn.edu/'],COLLEGE OF SOUTHERN NEVADA,['702-651-3128'],NV,700 COLLEGE DRIVE,89002
735,NORTH LAS VEGAS,8878,['http://www.csn.edu/pages/4711.asp'],COLLEGE OF SOUTHERN NEVADA,['702-651-4050'],NV,3200 EAST CHEYENNE AVENUE,89030
736,LAS VEGAS,8058,['http://www.csn.edu/'],COLLEGE OF SOUTHERN NEVADA,['702-651-5733'],NV,6375 WEST CHARLESTON BOULEVARD,89146
737,HENDERSON,9261,['http://nu.edu'],NATIONAL UNIVERSITY - HENDERSON CAMPUS,['(702) 514-4071'],NV,"2850 WEST HORIZON RIDGE PKWY, SUITE 300",89052
738,NELLIS AFB,7366,['http://www.nu.edu/'],NATIONAL UNIVERSITY - NELLIS AFB,['(253) 225-6535'],NV,"4475 ENGLAND AVENUE, 99FSS/FSDE, SUITE 300",89191
739,LAS VEGAS,8415,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['(702) 638-7279'],NV,3755 BREAKTHROUGH WAY,89135
740,HENDERSON,8993,['http://phoenix.edu'],UNIVERSITY OF PHOENIX â HENDERSON LEARNING CENTER,['(702) 352-0420'],NV,7777 EASTGATE RD,89011
741,FLUSHING,7786,"['http://www.acs.edu', 'http://test@acs.edu']",ALLIANCE COMPUTING SOLUTIONS,['(718) 661-9771'],NY,"135-41 37TH AVENUE, 4TH FLOOR",11354
742,NEW YORK,7790,"['http://www.acs.edu', 'http://testnyc@acs.edu']",ALLIANCE COMPUTING SOLUTIONS NYC,['(212) 868-5990'],NY,"545 8TH AVE, SUITE 1210",10018
743,SPRING VALLEY,7792,[],BAIS YAAKOV D'RAV HIRSCH,['845-371-6750'],NY,235 N MAIN STREET,10977
744,NEW YORK,9597,['http://www.brainseedtesting.com/'],BRAINSEED TESTING CENTER - NEW YORK,['(703) 338-1877'],NY,566 7TH AVENUE,10018
745,BREWSTER,9635,['http://www.brewstertech.com/school'],BREWSTER TECH,['(845) 279-9400'],NY,"16 MOUNT EBO ROAD S., SUITE 18",10509
746,HEMPSTEAD,9315,"['http://www.cambridge-edu.com/testing', 'http://hempsteadtesting@cambridge-edu.com']",CAMBRIDGE BUSINESS INSTITUTE - LONG ISLAND / HEMPSTEAD,['(516) 874-5058'],NY,"50 CLINTON STREET, SUITE 303",11550
747,SYRACUSE,7110,['http://www.ccis.edu/nationwide/syracuse/'],COLUMBIA COLLEGE,['315-455-0690'],NY,"6796 TOWNLINE RD,",13211
748,FORT DRUM,7118,['http://www.ccis.edu/nationwide/drum/'],COLUMBIA COLLEGE - FORT DRUM,['(315) 775-0128'],NY,P4300 CAMP HALE RD,13602
749,BROOKLYN,7908,['http://copeins.com/'],COPE INSTITUTE,['718-506-0500 X215'],NY,4006 18TH AVENUE,11218
750,CORNING,9677,['http://www.corning-cc.edu/'],CORNING COMMUNITY COLLEGE,['607-962-9329'],NY,1 ACADEMIC DR,14830
751,BROOKLYN,8057,[],DARKEI NOAM RABBINICAL COLLEGE,['718-338-6464'],NY,2822 AVENUE J,11201
752,POUGHKEEPSIE,9130,['http://www.sunydutchess.edu/'],DUTCHESS COMMUNITY COLLEGE,['845-431-8500'],NY,53 PENDELL ROAD,12601
753,CANANDAIGUA,9676,['http://www.flcc.edu/'],FINGER LAKES COMMUNITY COLLEGE,['585-394-3500 X460'],NY,3325 MARVIN SANDS DR.,14424
754,BRONX,8636,['http://www.fordham.edu/'],FORDHAM UNIVERSITY,['718-817-4600'],NY,441 FORDHAM RD,10458
755,HAMBURG,9631,['http://www.hilbert.edu/'],HILBERT COLLEGE,['(716) 926-8929'],NY,5200 SOUTH PARK AVE,14075
756,HOUGHTON,8789,['http://www.houghton.edu/'],HOUGHTON COLLEGE,['(585) 567-9355'],NY,ONE WILLARD AVE,14744
757,TROY,9680,['http://www.hvcc.edu/'],HUDSON VALLEY COMMUNITY COLLEGE,['518-629-7320'],NY,80 VANDENBURGH AVENUE,12180
758,WATERTOWN,9180,['http://www.sunyjefferson.edu/'],JEFFERSON COMMUNITY COLLEGE,['315-786-2249'],NY,1220 COFTEEN STREET,13601
759,FLUSHING,8714,[],KOLLEL MEKOR HABRACHAH,['(917) 747-7342'],NY,147-17 UNION TURNPIKE,11367
760,POUGHKEEPSIE,9484,['http://www.marist.edu/'],MARIST COLLEGE,['845-575-3343'],NY,"290 NORTH ROAD, DYSON 147",12601
761,ROCHESTER,8596,['http://www.medaille.edu/'],MEDAILLE COLLEGE,['585-272-0030'],NY,"1880 S. WINTON ROAD, SUITE 1",14618
762,BUFFALO,8045,['http://www.medaille.edu/'],MEDAILLE COLLEGE,['716-932-2601'],NY,18 AGASSIZ CIRCLE,14214
763,BROOKLYN,9670,['http://www.mec.cuny.edu/'],MEDGAR EVERS COLLEGE,['718-270-4835'],NY,"1150 CARROLL ST, C311",11225
764,UTICA,8820,['https://www.mvcc.edu/'],MOHAWK VALLEY COMMUNITY COLLEGE,['(315) 792-5458'],NY,1101 SHERMAN DRIVE,13501
765,GARDEN CITY,8153,['http://www.ncc.edu/'],NASSAU COMMUNITY COLLEGE,['516-572-7501'],NY,ONE EDUCATION DRIVE,11530
766,NYACK,9732,['http://www.nyack.edu/'],NYACK COLLEGE,['845-675-4459'],NY,"SADE, 1 SOUTH BOULEVARD",10960
767,ROCHESTER,8224,['http://www.roberts.edu'],ROBERTS WESLEYAN COLLEGE,['(585) 594-6640'],NY,2301 WESTSIDE DRIVE,14624
768,SUFFERN,8719,['http://www.sunyrockland.edu/'],ROCKLAND COMMUNITY COLLEGE,['845-574-4504'],NY,"145 COLLEGE ROAD, ROOM 8346",10901
769,CANTON,8088,['http://www.canton.edu/'],STATE UNIVERSITY OF NEW YORK - CANTON,['315-854-0712'],NY,34 CORNELL DRIVE,13617
770,QUEENS,9659,['http://www.stjohns.edu/'],ST. JOHN\\\'S UNIVERSITY,['(718) 990-3371'],NY,8000 UTOPIA PARKWAY,11439
771,PATCHOGUE,9886,['http://www.sjcny.edu/'],ST. JOSEPH'S COLLEGE,['631-687-1492'],NY,"*TESTING ONLY FOR ST. JOSEPH\'S STUDENTS*, 155 WEST ROE BLVD",11772
772,BROOKLYN,8894,['http://www.sjcny.edu/'],ST. JOSEPH\\'S COLLEGE,['(718) 940-5859'],NY,222 CLINTON AVE,11205
773,WESTHAMPTON BEACH,7293,[],ST. JOSEPH\\'S COLLEGE (MILITARY ONLY),['631-687-2674'],NY,NEW YORK AIR NATIONAL GUARD -106TH RESCUE WING 150 OLD RIVERHEAD RD.,11772
774,STATEN ISLAND,7349,['http://www.sjcny.edu/'],ST. JOSEPH\\\'S COLLEGE (MILITARY ONLY),['631-687-2674'],NY,212 COAST GUARD DRIVE,10305
775,BINGHAMTON,8513,['http://www.sunybroome.edu/'],SUNY BROOME COMMUNITY COLLEGE,['(607) 778-5038'],NY,901 FRONT STREET,13901
776,CHEEKTOWAGA,8736,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['716-686-7858'],NY,"2875 UNION ROAD, APPLE TREE BUSINESS PARK",14227
777,HARTSDALE,8738,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['914-948-6206'],NY,"HARTSDALE LOCATION, 200 NORTH CENTRAL AVE",10530
778,ROCHESTER,8737,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['585-244-3200'],NY,680 WESTFALL ROAD,14620
779,EAST SYRACUSE,8740,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['315-460-3160'],NY,6333 STATE ROUTE 298,13057
780,OLEAN,9604,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['(716) 376-7511'],NY,"CATTARAUGUS COUNTY CAMPUS, 260 NORTH UNION ST.",14760
781,SARATOGA SPRINGS,9606,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['518-587-2100 X2779'],NY,"SARATOGA LOCATION, 111 WEST AVE",12866
782,NEW YORK,8739,['http://www.esc.edu/'],SUNY - EMPIRE STATE COLLEGE,['212-647-7800'],NY,"MANHATTAN LOCATION, 325 HUDSON STREET, 5TH FLOOR (CORNER OF HUDSON AND VANDAM)",10013
783,SARATOGA SPRINGS,8732,['http://www.esc.edu/'],SUNY-EMPIRE STATE COLLEGE - SARATOGA SPRINGS CAMPUS,['(518) 587-2100 EXT: 2446'],NY,"COORDINATING CENTER, 2 UNION AVE",12866
784,UTICA,9324,['http://www.sunyit.edu/'],SUNY - POLYTECHNIC INSTITUTE,['315-792-7208'],NY,100 SEYMOUR RD,13502
785,SUFFERN,8925,['http://www.yst.edu/'],YESHIVA SHAAREI TORAH OF ROCKLAND,['845-352-3431'],NY,91 WEST CARLTON ROAD,10901
786,YELLOW SPRINGS,8799,['http://www.antioch-college.edu/'],ANTIOCH UNIVERSITY,['513-767-6321'],OH,"THE MCGREGOR SCHOOL, 800 LIVERMORE",45387
787,BLUFFTON,8777,['http://www.bluffton.edu/'],BLUFFTON UNIVERSITY,['(800) 488-3257 OPT 4'],OH,1 UNIVERSITY DRIVE,45817
788,NEW PHILADELPHIA,8041,[],BUCKEYE CAREER CENTER,['330-3392288'],OH,"545 UNIVERSITY DRIVE, N.E.",44663
789,ST. MARTIN,8377,['http://www.chatfield.edu/'],CHATFIELD COLLEGE,['513-875-3344'],OH,20918 STATE ROUTE 251,45118
790,CLEVELAND,9097,['http://www.csuohio.edu/'],CLEVELAND STATE UNIVERSITY,['216-687-2272'],OH,"2124 CHESTER AVENUE, RHODES TOWER WEST, ROOM 215",44115
791,COLUMBUS,8755,['http://www.cssc.edu/'],COLUMBUS STATE COMMUNITY COLLEGE - COLUMBUS,['614)287-5750'],OH,550 EAST SPRING ST,43215
792,DEFIANCE,9719,['http://www.defiance.edu/'],DEFIANCE COLLEGE,['419-783-2349'],OH,701 NORTH CLINTON,43512
793,STEUBENVILLE,9027,['http://www.egcc.edu/'],EASTERN GATEWAY COMMUNITY COLLEGE,['740-264-5591 X214'],OH,4000 SUNSET BLVD,43952
794,COLUMBUS,8602,['http://www.franklin.edu/'],FRANKLIN UNIVERSITY,['(614) 947-6807'],OH,303 S. GRANT AVE,43215
795,HILLIARD,9962,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['614-529-7550'],OH,"3455 MILL RUN DRIVE, SUITE 200",43026
796,WEST CHESTER,9760,['http://www.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['513-881-3600'],OH,9286 SCHULZE DRIVE,45069
797,INDEPENDENCE,9919,['http://cleveland.indwes.edu/'],INDIANA WESLEYAN UNIVERSITY,['216-525-6160'],OH,4100 ROCKSIDE ROAD,44131
798,ELYRIA,9785,['http://www.loraincc.edu/'],LORAIN COUNTY COMMUNITY COLLEGE,['(440) 366-7003'],OH,151 INNOVATION DRIVE,44035
799,NEWARK,8392,['http://www.mvnu.edu/'],MOUNT VERNON NAZARENE UNIVERSITY,['740-397-8682 X6200'],OH,1350 GRANVILLE RD,43055
800,MANSFIELD,8933,['http://www.mvnu.edu'],MOUNT VERNON NAZARENE UNIVERSITY,['419-529-2131'],OH,890 W. FOURTH STREET,44906
801,MT. VERNON,8442,['http://www.mvnu.edu/'],MOUNT VERNON NAZARENE UNIVERSITY,['740-392-6868 X4230'],OH,800 MARTINSBURG ROAD,43050
802,COLUMBUS,8359,['http://www.mvnu.edu/'],MOUNT VERNON NAZARENE UNIVERSITY,['740-397-6862 X6000'],OH,"5150 E DUBLIN GRANVILLE RD, SUITE 120",43081
803,NEW CONCORD,8314,['http://www.muskingum.edu/'],MUSKINGUM UNIVERSITY,['740-826-8164'],OH,163 STORMONT STREET,43762
804,COLUMBUS,9264,['http://www.testing.osu.edu/'],OHIO STATE UNIVERSITY,['614-292-2241'],OH,"281 WEST LANE AVENUE, 585 STUDENT ACADEMIC SERVICES BUILDING",43210
805,WPAFB,7184,['http://new.park.edu/campus-centers/ohio/oh-dayton.html'],PARK UNIVERSITY,['937-904-4806'],OH,"WRIGHT-PATT AFB CAMPUS, 2130 FIFTH STREET, BUILDING 50, AREA B",45433
806,MASON,7950,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['513-234-6429'],OH,"4605 DUKE DR, SUITE 700",45040
807,CINCINNATI,7776,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['513-878-3129'],OH,2135 DANA AVENUE,45207
808,AKRON,7925,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['330-734-6729'],OH,51 PARK WEST BOULEVARD,44320
809,FAIRVIEW PARK,7753,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['440-471-6329'],OH,"22730 FAIRVIEW CENTER DRIVE, SUITE 150",44126
