NoName,Address,City,State,Zip,id,link,name,phone,AUTO_UNIQUE_ID_2017-12-10_leogodin217_dsst-locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
51,MESA COMMUNITY COLLEGE,1833 W,SO,,9901,http://www.mc.maricopa.edu/,MESA COMMUNITY COLLEGE,"MESA, AZ   85202",52,USCGeocoder,7,1,4.1,,576e4a12-444f-443e-9f29-803e77039704,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
52,9414 NORTH 25TH AVENUE,PHOENIX,AZ,85021,8589,http://www.ottawa.edu/,OTTAWA UNIVERSITY,602) 749-5177,53,USCGeocoder,58,1,4.1,,65635ceb-6faf-4753-b42c-39eef3811bed,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.5721194,-112.1132925,Exact
53,1255 NORTH STONE AVENUE,TUCSON,AZ,85709,9280,http://www.pima.edu/,PIMA COMMUNITY COLLEGE,520-206-6143,54,USCGeocoder,32,1,4.1,,36612e94-cd83-410b-a11e-61a3fdf6c491,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,32.2376829,-110.9728777,Exact
54,5355 E. GRANITE STREET,DAVIS MONTHAN AFB,MO,3009,7152,http://www.asub.edu,PIMA COMMUNITY COLLEGE,520) 206-4866,55,USCGeocoder,307,1,4.1,,48aa48aa-4566-4f1c-92b9-d3a8b66f0e7d,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,180540.284,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,38.3088593907541,-92.5082058055362,Exact
55,12535 W SMOKEY DR,SURPRISE,AZ,85378,8881,http://www.riosalado.edu/,RIO SALADO COMMUNITY COLLEGE - LIFE LONG LEARNING CENTER,480) 377-4290,56,USCGeocoder,145,1,4.1,,eed9a59e-47de-41fc-8710-2d8a0010d655,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11651.19331455,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6374605055568,-112.330008121705,Exact
56,"56TH MISSION SUPPORT CENTER (BUILDING 1150) ROOM 3138,7383 NORTH LITCHFIELD ROAD",LUKE AFB,AF,85309,7153,http://www.riosalado.edu/,RIO SALADO COMMUNITY COLLEGE - LUKE AIRFORCE BASE,480) 377-4011,57,USCGeocoder,5,1,4.1,,bfcaf75d-78de-4b6b-9aca-2b5420297c8f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.538316,-112.370171,Exact
57,2323 WEST 14TH STREET,TEMPE,AZ,85281,9931,http://www.riosalado.edu/,RIO SALADO COMMUNITY COLLEGE - TEMPE CAMPUS,480) 517-8560,58,USCGeocoder,133,1,4.1,,d53bd0a1-af24-46cb-8fee-ff006bc16018,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13316.3286474943,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.4128717370293,-111.974358186096,Relaxed
58,"220 W. 6TH STREET, ROOM B116",TUCSON,AZ,85719,9350,http://www.arizona.edu/,UNIVERSITY OF ARIZONA - TESTING CENTER,520) 621-7589,59,USCGeocoder,74,1,4.1,,0b88861f-e4fc-491d-a531-8e9eda9d6a97,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,0,32.227968,-110.9762176,Relaxed
59,THIS TESTING LOCATION ONLY ACCEPTS CREDIT CARD FOR THE ADMINISTRATION/PROCTOR FEE PAYMENT. THIS FEE IS NON-REFUNDABLE. 1625 W. FOUNTAINHEAD PARKWAY,TEMPE,AZ,85282,8231,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - MAIN CAMPUS,480) 804-7600,60,USCGeocoder,4,1,4.1,,b5b4a598-48f4-4f30-9fc4-c7b762e4e78c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.39087,-111.925598,Exact
60,"THIS TESTING LOCATION ONLY ACCEPTS CREDIT CARD FOR THE ADMINISTRATION/PROCTOR FEE PAYMENT. THIS FEE IS NON-REFUNDABLE.2550 WEST UNION HILLS DRIVE, SUITE #100",PHOENIX,AZ,85027,9057,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - NORTHWEST LEARNING CENTER,480) 804-7600,61,USCGeocoder,4,1,4.1,,23b4969c-a2ee-4641-be63-c0372b5ddd5b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.82895,-112.1217,Exact
61,"THIS TESTING LOCATION ONLY ACCEPTS CREDIT CARD FOR THE ADMINISTRATION/PROCTOR FEE PAYMENT. THIS FEE IS NON-REFUNDABLE.9520 WEST PALM LANE, SUITE #150",PHOENIX,AZ,85037,9106,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX- WEST VALLEY LEARNING CENTER,480) 804-7600,62,USCGeocoder,6,1,4.1,,8d56e537-004f-4712-adfa-f4eb0553149f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.494055,-112.254448,Exact
62,300 S CRAYCROFT RD,TUCSON,AZ,85711,8248,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - WILLIAMS CENTRE LEARNING CENTER,520) 239-5225,63,USCGeocoder,29,1,4.1,,864757a0-a976-4693-8463-91e83ff1e0e2,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,32.2177848,-110.8759345,Exact
63,899 E. PLAZA CIRCLE,YUMA,AZ,85365,8978,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - YUMA LEARNING CENTER,928) 210-1472,64,USCGeocoder,34,1,4.1,,87599108-339d-4fa0-a255-434017934d2e,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,32.70439,-114.6112259,Relaxed
64,"2702 NORTH 3RD STREET, STE 1050",PHOENIX,AZ,85004,8214,http://www.wbu.edu/colleges-in-phoenix/,WAYLAND BAPTIST UNIVERSITY,602-279-1011,65,USCGeocoder,12,1,4.1,,c721d7c8-4bff-4da5-a73a-a7f145f5c75e,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.4778916,-112.0705666,Exact
65,"140 METHUSA AVE., BLDG 2453",EDWARDS AFB,AF,93524,9204,http://www.amu.apus.edu,AMERICAN PUBLIC UNIVERSITY SYSTEM - EDWARDS AFB NTC,661) 524-4431,66,USCGeocoder,159,1,4.1,,10706293-d11d-4e48-922c-55e90a6987c2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.919545,-117.946773,Exact
66,400 CORPORATE POINTE,CULVER CITY,CI,7615,8704,http://www.antiochla.edu/,ANTIOCH UNIVERSITY - LOS ANGELES,310-578-1080 X206,67,USCGeocoder,168,1,4.1,,97a44085-33af-4bf3-ae2d-55afe0f090b4,99,Unmatchable,ExceptionOccurred,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unknown,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
67,8620 SPECTRUM CENTER BLVD,SAN DIEGO,DI,92123,9182,http://www.ashford.edu,ASHFORD UNIVERSITY - SAN DIEGO,866) 974-5700,68,USCGeocoder,122,1,4.1,,06203f22-6ab7-4e6b-b454-62b59a684fd7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6379.65810537152,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.827181825488,-117.142482172155,Exact
68,"LEARNING ENRICHMENT CENTER, 901 E. ALOSTA AVENUE",AZUSA,CA,91702,7946,http://www.apu.edu/,AZUSA PACIFIC UNIVERSITY,626-815-3849,69,USCGeocoder,6,1,4.1,,adbdfc72-2e46-4ed3-b305-357368b940cd,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.124881,-117.903021,Exact
69,2700 BARSTOW ROAD,BARSTOW,CA,92311,9053,http://www.barstow.cc.edu/,BARSTOW COMMUNITY COLLEGE,760-252-2411 X7373,70,USCGeocoder,137,1,4.1,,9337ddc2-6d06-4d5c-ab61-dcd4e670316d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1903.39152495144,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.8732884960133,-117.022037981511,Exact
70,FORT ERWINBARSTOW ROAD BUILDING 285,FORT IRWIN,IR,5060,7138,http://www.barstow.cc.edu/,BARSTOW COMMUNITY COLLEGE - FORT IRWIN CAMPUS,760) 380-3905,71,USCGeocoder,5,1,4.1,,eb897c26-1da4-41be-9db8-34ffb7baca4a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,43.931946,-72.644794,Exact
71,7460 MISSION VALLEY ROAD,SAN DIEGO,DI,92108,9300,http://www.brandman.edu/,BRANDMAN UNIVERSITY,619-296-8660,72,USCGeocoder,134,1,4.1,,d953a498-195d-4c88-af5a-b0e5c6a84632,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,90041.659826813,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7789805205422,-117.161022526531,Exact
72,"40015 SIERRA HIGHWAY, B160",PALMDALE,CA,93550,9836,http://www.brandman.edu,BRANDMAN UNIVERSITY,661-267-2001,73,USCGeocoder,37,1,4.1,,a4b002d6-57e0-433f-b0bc-460d3105dcfa,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,34.6098084,-118.1235628,Exact
73,"MONTEREY, CA   93940",831,,3738,7338,http://www.brandman.edu/monterey/,BRANDMAN UNIVERSITY - MONTEREY CAMPUS,831) 647-3726,74,USCGeocoder,10,1,4.1,,9d53eeec-4ce2-4432-8112-13499a6cca24,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
74,"MONTEREY, CA   93940",831,,3738,9655,http://www.brandman.edu,BRANDMAN UNIVERSITY - MONTEREY CAMPUS,831) 647-3736,75,USCGeocoder,10,1,4.1,,a867a6fc-b758-452b-8205-0ecedf10d7fd,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
75,1000 EAST VICTORIA STREET,CARSON,CA,90747,9078,http://www.csudh.edu/,CALIFORNIA STATE UNIVERSITY - DOMINGUEZ HILLS,310-243-3909,76,USCGeocoder,13,1,4.1,,8b4d0956-69b3-45e2-b7fd-c5572d0a3bde,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.8638833,-118.255761,Exact
76,CALIFORNIA STATE UNIVERSITY - FRESNO CAMPUS,PLEASE FOLLOW THE LINK BELOW TO REGISTERFAMILY,FO,,9498,http://fresnostate.edu/studentaffairs/examination/,CALIFORNIA STATE UNIVERSITY - FRESNO CAMPUS,"FRESNO, CA   93740",77,USCGeocoder,8,1,4.1,,90f8e125-0c58-470b-a2f8-4c852933d4c5,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
77,"3335 BUCHANAN STREET, BUILDING 152",SAN DIEGO,DI,92136,7229,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE,800-784-5470,78,USCGeocoder,164,1,4.1,,4b100e75-8997-4a31-ab8a-c05beff637d7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,32.678744,-117.119958,Exact
78,"NAVY CAMPUS PACIFIC, 1000 ROE STREET, BUILDING 2005",SAN DIEGO,DI,7024,7188,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE,800-784-5470,79,USCGeocoder,6,1,4.1,,0a4e8462-9563-41a4-a84b-4d47400dcd2e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.851376,-73.975825,Exact
79,"5405 GARDEN GROVE BLVD, SUITE 100",WESTMINSTER,CA,92683,7313,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,714-241-4967,80,USCGeocoder,138,1,4.1,,bbde3344-828f-4bc2-8a48-095e688b5863,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10902.2489747363,LinearInterpolationAddressRange,StreetSegment,88.0177514792899,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.7739691003151,-118.038424440727,Relaxed
80,BLDG 1331 BOX 555020A STREET &AMP; 12TH STREET BLDG. 1331,CAMP PENDLETON,PE,92055,7252,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,619-375-8377,81,USCGeocoder,6,1,4.1,,746bfa4c-1709-4abc-b3b3-8957b33464aa,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.291239,-117.301241,Exact
81,COASTLINE COMMUNITY COLLEGE,140 SYLVESTER RD,SY,103,7228,619-726-3664,COASTLINE COMMUNITY COLLEGE,"SAN DIEGO, CA   92106",82,USCGeocoder,10,1,4.1,,26c4fe01-2842-4ecf-9e19-a54696eeb8d3,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
82,8888 BALBOA AVENUE,SAN DIEGO,DI,92123,8734,http://www.coleman.edu/,COLEMAN UNIVERSITY,858) 966-3970,83,USCGeocoder,121,1,4.1,,36df8938-8b7f-4e6c-b3e8-82e62de8773a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,64205.8653126401,LinearInterpolationAddressRange,StreetSegment,92.0118343195266,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8208133130784,-117.137665413308,Relaxed
83,"PALM DESERT, CA   92260",760,,7420,8864,http://collegeofthedesert.edu/community/pace/pages/pex.aspx,"COLLEGE OF THE DESERT, PACE",http://www.collegeofthedesert.edu/pace,84,USCGeocoder,3,1,4.1,,5d9216aa-3939-4fc5-ad2e-5820981599a5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.02815,-74.298139,Exact
84,883 W. WASHINGTON BOULEVARD,CRESCENT CITY,CI,8361,9766,http://www.redwoods.cc.ca.us/,COLLEGE OF THE REDWOODS,707-465-2306,85,USCGeocoder,126,1,4.1,,5f40f038-166b-4ca8-bf96-ee7cde283eae,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.482485,-75.023974,Exact
85,826 HANCOCK CIRCLE,NAS LEMOORE,LE,5009,7178,http://www.ccis.edu/nationwide/lemoore/,COLUMBIA COLLEGE,559-998-8570,86,USCGeocoder,241,1,4.1,,4f6fefda-7266-42ea-888b-496557e94f75,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,43.652072,-72.32299,Exact
86,3880 KILROY AIRPORT WAY,LONG BEACH,BE,90806,7832,http://www.devry.edu/,DEVRY UNIVERSITY,562-997-5336,87,USCGeocoder,34,1,4.1,,77184a3a-c8d9-491d-ab13-6325aa560736,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.8093485,-118.144995,Exact
87,"BURBANK, CA   91502",818,,4924,9302,http://www.doveds.com,DOV EDUCATIONAL SERVICES,TEST@DOVEDS.COM.,88,USCGeocoder,6,1,4.1,,146ebc0e-047e-4cf2-8dca-f99e89f33894,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,44.755486,-69.554143,Exact
88,"5001 AIRPORT PLAZA DRIVE, SUITE 150",LONG BEACH,BE,90815,8718,http://www.erau.edu/,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,562-627-5870,89,USCGeocoder,94,1,4.1,,393a39d9-57a6-498e-a1b9-702e347bb8b2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9720.87952252102,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.808636989356,-118.134936634245,Exact
89,1819 SOUTH EXCISE AVENUE,ONTARIO,CA,8525,8251,http://www.everest.edu/,EVEREST COLLEGE,909-484-4311,90,USCGeocoder,28,1,4.1,,ef7a810e-3eea-409f-8f7a-63e96a5cd1e7,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.1952662721894,FeatureClassBased,ReturnAll,,AddressPoint,,,0,34.0404483,-117.5767324,Relaxed
90,"9251 E GARVEY AVE, GOLDEN VISTA PLAZA - SUITE V",EL MONTE,MO,91733,8222,http://www.eznetwork.com/,EZ NETWORK SYSTEMS / ALISO INT\\\'L,626) 715-8777,91,USCGeocoder,148,1,4.1,,43cccf22-ca0c-462c-9314-a2216e8d005b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.051383,-118.044588,Exact
91,"12345 ELMONTE ROAD, RM 5006",LOS ALTOS,AL,94022,9826,http://www.foothill.edu/,FOOTHILL COLLEGE,650-949-7230 X5426,92,USCGeocoder,140,1,4.1,,1e6b601e-8ef5-4277-9516-5c75b50ad7c3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,37.36656,-122.13696,Exact
92,321 E. CHAPMAN AVENUE,FULLERTON,CA,92832,8029,http://www.fullcoll.edu/,FULLERTON COLLEGE,714-732-5533,93,USCGeocoder,142,1,4.1,,ef51d60b-e418-4969-9e08-7961f9cef219,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5015.91056623752,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.8741001538939,-117.919270055541,Exact
93,"10850 WILSHIRE BLVD, SUITE 570",LOS ANGELES,AN,90024,8503,http://www.geps.org/,GLOBAL EDUCATION PLACEMENT SERVICES,424) 901-8500,94,USCGeocoder,88,1,4.1,,935943ba-1506-4a43-ad00-afe9594522f9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5938.42841002345,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0589551759479,-118.441351182558,Exact
94,2500 E. NUTWOOD AVENUE,FULLERTON,CA,92831,8540,http://www.hui.edu/,HOPE INTERNATIONAL UNIVERSITY,714-879-3901 X3561,95,USCGeocoder,120,1,4.1,,f08c237d-4f68-4751-87a1-16d1af56c03b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1424.09112875769,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.8781098449333,-117.885956382979,Relaxed
95,HUMBOLDT STATE UNIVERSITY,1 HARPST STREET,HA,,7814,707-826-5661,HUMBOLDT STATE UNIVERSITY,"ARCATA, CA   95521",96,USCGeocoder,8,1,4.1,,5db63c1d-09a3-48b2-ab84-228cbe588ebe,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
96,"4201 WILSHIRE BLVD, SUITE 610",LOS ANGELES,AN,90010,8476,http://www.iau.la/,INTERNATIONAL AMERICAN UNIVERSITY,323-938-4428,97,USCGeocoder,37,1,4.1,,41751779-5e63-463f-bd4e-af7189d8742a,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,34.0618919,-118.3191099,Exact
97,"5500 IRVINE CENTER, A-304",IRVINE,CA,92618,7963,http://www.ivc.edu/,IRVINE VALLEY COLLEGE,949-451-5100,98,USCGeocoder,125,1,4.1,,a24c19d6-e057-4c43-9d5a-37e2f28d54a9,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4715.97882185946,LinearInterpolationAddressRange,StreetSegment,94.0828402366864,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6772647623078,-117.77565872828,Relaxed;Soundex
98,4500 RIVERWALK PARKWAY,RIVERSIDE,CA,92515,8750,http://www.lasierra.edu/,LA SIERRA UNIVERSITY,951-785-2453,99,USCGeocoder,28,1,4.1,,3912cb9c-aef3-4b7f-9761-690319bcee2a,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.9101216,-117.4957469,Relaxed
99,9393 LIGHTWAVE AVENUE #233A,SAN DIEGO,DI,92123,7858,http://www.nu.edu/,NATIONAL UNIVERSITY,858) 541-7951,100,USCGeocoder,26,1,4.1,,b172ab02-91b8-4d92-832f-05d6351da8a5,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,32.82808,-117.1277198,Exact
100,NATIONAL UNIVERSITY - 29 PALMS BASE,NATIONAL UNIVERSITY BLDG 1526,UN,,7213,760) 830-6887,NATIONAL UNIVERSITY - 29 PALMS BASE,"29 PALMS, CA   92278",101,USCGeocoder,9,1,4.1,,768f2668-7f62-4826-92ea-da2d89e97b3c,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
101,"MCAS MIRAMAR, BUILDING 5305",SAN DIEGO,DI,92145,7250,http://www.nu.edu/,NATIONAL UNIVERSITY - MIRAMAR NAS BASE,619) 563-7355,102,USCGeocoder,5,1,4.1,,f375ee3d-66df-4318-b915-b250a6303b58,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,32.874445,-117.152969,Exact
102,"1835 W. ORANGEWOOD, SUITE 200",ORANGE,CA,92868,8193,http://www.nrclc.com/,NR COMPUTER LEARNING CENTER,714) 505-3475,103,USCGeocoder,39,1,4.1,,915c6940-31d7-4655-8ba5-3964060537c9,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,91.4201183431953,FeatureClassBased,ReturnAll,,AddressPoint,,,0,33.795717,-117.872246,Relaxed
