,Address,City,State,Zip,id,link,name,phone
667,"4900 KOGER BLVD, STE 400",GREENSBORO,NC,27407,8363,http://www.strayer.edu/,STRAYER UNIVERSITY - GREENSBORO CAMPUS,336) 315-7832
668,"7870 COMMONS PARK CIRCLE, NW",CONCORD,NC,28027,9023,http://www.strayer.edu/,STRAYER UNIVERSITY - NORTH CHARLOTTE,704) 886-6529
669,4525 HIGHWAY 264 WEST,WASHINGTON,NC,27889,8170,https://www.umo.edu/,UNIVERSITY OF MOUNT OLIVE,252) 940-0146
670,1520 GOODSON STREET,GOLDSBORO,NC,27531,7216,http://www.moc.edu/,UNIVERSITY OF MOUNT OLIVE AT SEYMOUR JOHNSON AFB,919) 299-4925
671,"1838 SIR TYLER DRIVE, SUITE 100",WILMINGTON,NC,28405,8294,http://www.moc.edu/,UNIVERSITY OF MOUNT OLIVE AT WILMINGTON,800-300-7478
672,"COUNSELING &AMP; TESTING CENTER, 107 GRAY DRIVE, ROOM 217-A",GREENSBORO,NC,6170,7823,http://www.uncg.edu/shs/ctc/,UNIVERSITY OF NORTH CAROLINA GREENSBORO,336-334-5877
673,"JACKSONVILLE, NC   28547",910,,5876,7218,http://uncw.edu/onslow/testing.html,UNIVERSITY OF NORTH CAROLINA WILMINGTON,910-451-5457 (FAX)
674,601 S. COLLEGE ROAD,WILMINGTON,NC,28403,7863,http://www.uncw.edu/reg/transfercredit-examdsst.htm,UNIVERSITY OF NORTH CAROLINA WILMINGTON,910-962-3036
675,"3800 ARCO CORPORATE DRIVE, SUITE 100",CHARLOTTE,NC,28273,7840,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,704 501 2923
676,10925 DAVID TAYLOR DRIVE SUITE 100,CHARLOTTE,NC,28262,8989,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - CHARLOTTE NORTH LEARNING CENTER,704) 501-2923
677,"DISTANCE &AMP; CONTINUING EDUCATION, EDUCATINO OUTREACH, 138 CORDELIA CAMP BUILDING",CULLOWHEE,NC,28723,7914,http://www.wcu.edu/9467.asp,WESTERN CAROLINA UNIVERSITY,828-227-7211
678,1500 EDWARDS AVENUE,BISMARCK,ND,58501,9200,http://www.bsc.nodak.edu,BISMARCK STATE COLLEGE,701 224 5658
679,1500 EDWARDS AVENUE,BISMARCK,ND,58506,7262,http://www.bismarckstate.edu/,BISMARCK STATE COLLEGE,701) 224-5658
680,291 CAMPUS DR,DICKINSON,ND,59601,8804,http://www.dickinsonstate.edu/,DICKINSON STATE UNIVERSITY,701-483-2964
681,500 W UNIVERSITY AVE,MINOT,ND,58707,8641,http://www.minotstateu.edu/,MINOT STATE UNIVERSITY,701) 858-3990
682,500 UNIVERSITY AVE W,MINOT,ND,58701,7185,http://www.minotstateu.edu/,MINOT STATE UNIVERSITY - MINOT AFB,701) 858-3990
683,1351 PAGE DRIVE,FARGO,ND,58103,8514,http://www.umary.edu/um/,UNIVERSITY OF MARY,877-868-6279
684,7500 UNIVERSITY DR,BISMARCK,ND,9652,9213,http://www.umary.edu/um/,UNIVERSITY OF MARY,701) 355-8050
685,2891 2ND AVENUE NORTH STOP 9040MCCANNEL HALL RM. 190N,GRAND FORKS,FO,58202,8675,http://und.edu/testing-center,UNIVERSITY OF NORTH DAKOTA,701) 777-4264
686,2810 NORTH 118TH CIRCLE,OMAHA,NE,68164,7961,http://www.bellevue.edu/,BELLEVUE UNIVERSITY,402-557-7713
687,1000 GALVIN ROAD SOUTH,BELLEVUE,NE,68005,9059,http://www.bellevue.edu/,BELLEVUE UNIVERSITY,800-756-7920
688,800 NORTH COLUMBIA AVENUE,SEWARD,NE,68434,8765,http://www.cune.edu/,CONCORDIA COLLEGE,402-643-7336
689,"ELKHORN VALLEY CAMPUS, 30TH AND FORT STREET",OMAHA,NE,68111,8556,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - ELKHORN VALLEY CAMPUS,402-289-1278
690,"FORT OMAHA CAMPUS, 30TH AND FORT STREET",OMAHA,NE,68111,8557,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - FT OMAHA CAMPUS,402-457-2204
691,2902 ED BABE GOMEZ AVENUE,OMAHA,NE,68111,8558,http://www.mccneb.edu/,METROPOLITAN COMMUNITY COLLEGE - SOUTH OMAHA CAMPUS,402-738-4613
692,"CAREER SERVICES CENTER, 1101 HALLIGAN DRIVE",NORTH PLATTE,PL,69101,9612,http://www.mpcc.edu/,MIDPLAINS COMMUNITY COLLEGE,308-535-3618
693,801 EAST BENJAMIN AVENUE,NORFOLK,NE,68702,8831,http://www.northeast.edu/,NORTHEAST COMMUNITY COLLEGE,402) 844-7281
694,"UNK TESTING CENTER, 1615 W. 24TH STREET, C106",KEARNEY,NE,68847,8502,http://www.unk.edu/,UNIVERSITY OF NEBRASKA,308-865-8054
695,"KAYSER HALL ROOM 522, 6001 DODGE STREET",OMAHA,NE,68182,9360,http://www.unomaha.edu/,UNIVERSITY OF NEBRASKA - DODGE CAMPUS,402) 554-4800
696,"OFUTT AFB, NE   68113",402,,1067,7151,http://www.unomaha.edu/,UNIVERSITY OF NEBRASKA OMAHA â OFUTT AFB,402) 595-2371
697,25 HALL ST,CONCORD,NH,6430,8478,http://www.granite.edu/,GRANITE STATE COLLEGE,603-513-1303
698,"35 E. INDUSTRIAL WAY, SUITE 101",ROCHESTER,NH,03867,8369,http://www.granite.edu/,GRANITE STATE COLLEGE,603-822-5408
699,27 PLEASANT STREET,CLAREMONT,NH,03743,8064,http://www.granite.edu/,GRANITE STATE COLLEGE,603-372-4206
700,"53 TECHNOLOGY LANE, SUITE 150",CONWAY,NH,03818,8749,http://www.granite.edu/,GRANITE STATE COLLEGE,603-452-1506
701,"CENTER FOR STUDENT SUCCESS, 17 HIGH STREET, MSC 61",PLYMOUTH,NH,03264,9863,http://www.plymouth.edu/,PLYMOUTH STATE UNIVERSITY,603) 535-3065
702,467 FRANKLIN STREET,BLOOMFIELD,NJ,07003,9905,http://www.bloomfield.edu/,BLOOMFIELD COLLEGE,973) 748-9000 EXT. 1239
703,765 NEWMAN SPRINGS RD,LINCROFT,NJ,07738,9071,http://www.brookdalecc.edu/,BROOKDALE COMMUNITY COLLEGE,732-224-2076
704,9 RYERSON AVE,CALDWELL,NJ,07006,9138,http://www.caldwell.edu/,CALDWELL UNIVERSITY,973-618-3280
705,200 COLLEGE DRIVE,BLACKWOOD,NJ,08012,8391,http://www.camdence.edu/testing,CAMDEN COUNTY COLLEGE,856-227-7200 X4416
706,630 U.S. HIGHWAY 1,NORTH BRUNSWICK,BR,08902,7835,http://www.devry.edu/,DEVRY UNIVERSITY -  NORTH BRUNSWICK CAMPUS,732) 729-3823
707,"130 CLINTON RD. STE. 203, LOBBY A",FAIRFIELD,NJ,07004,8906,http://www.federalcomputers.com/,FEDERAL COMPUTERS INC,973) 769-2291
708,900 LAKEWOOD AVE,LAKEWOOD,NJ,08701,8282,http://www.georgian.edu/,GEORGIAN COURT UNIVERSITY,732-987-2718
709,1400 TANYARD ROAD,SEWELL,NJ,08080,8194,http://www.gccnj.edu/,GLOUCSTER COUNTY COLLEGE,856-681-6249
710,1200 OLD TRENTON RD,TRENTON,NJ,08690,9220,http://www.mccc.edu/,MERCER COUNTY COMMUNITY COLLEGE,609-570-3298
711,366 VAIL AVENUE,PISCATAWAY,NJ,08854,8891,http://http://www.nursetutorteam.com/,NURSE TUTOR TEAM,908-432-7864
712,"COLLEGE DR, PO BOX 2001",TOMS RIVER,RI,08754,9956,http://www.ocean.edu/,OCEAN COUNTY COLLEGE,732-.255-0400
713,ROUTE 28 &AMP; LAMINGTON ROAD,NORTH BRANCH,BR,08876,9011,http://www.raritanval.edu/,RARITAN VALLEY COMMUNITY COLLEGE,908-526-1200 X8313
714,"201 MULLICA HILL RD, SAVITZ HALL",GLASSBORO,NJ,08028,8042,http://www.rowan.edu/,ROWAN UNIVERSITY,856-256-4260
715,"300 WILLINGBORO WAY, SUITE 125",WILLINGBORO,NJ,08046,8904,http://www.strayer.edu/,STRAYER UNIVERSITY,609-835-6029
716,"242 OLD NEW BRUNSWICK ROAD, SUITE 220",PISCATAWAY,NJ,08854,7960,http://www.strayer.edu/,STRAYER UNIVERSITY,732-743-3829
717,"3150 BRUNSWICK PIKE, SUITE 100",LAWRENCEVILLE,NJ,08648,7956,http://www.strayer.edu/,STRAYER UNIVERSITY,609-406-7629
718,"2201 ROUTE 38, SUITE 800",CHERRY HILL,HI,08002,7846,http://www.strayer.edu/,STRAYER UNIVERSITY,856-482-4229
719,1 COLLEGE HILL ROAD,NEWTON,NJ,07680,7985,http://sussex.edu/academics/testing/,SUSSEX COUNTY COMMUNITY COLLEGE,973-300-2155
720,"OFFICE OF MILITARY EDUCATION,BUILDING 3829,ROOM 303, SCHOOL ROAD",MCGUIRE AFB,AF,08641,7215,http://www.tesu.edu/,THOMAS EDISON STATE UNIVERSITY - MCGUIRE AFB,609) 777-5696 EX.2197
721,UNIVERSITY OF PHOENIX,88 TOWN SQUARE PLACE,TO,,9398,201.234.3106,UNIVERSITY OF PHOENIX,"JERSEY CITY, NJ   07310"
722,475 ROUTE 57 WEST,WASHINGTON,NJ,9605,8542,http://www.warren.edu/,WARREN COUNTY COMMUNITY COLLEGE,908-835-2318
723,"HUNZIKER WING 220, 300 POMPTON RD",WAYNE,NJ,07470,9639,http://www.wpunj.edu/,WILLIAM PATERSON COLLEGE,973-720-3107
724,"CANNON AFB, 110 E. ALISON AVE. BUILDING 600",CLOVIS,NM,88103,7259,http://www.clovis.edu/,CLOVIS COMMUNITY COLLEGE - CANNON AFB,575) 769-4019
725,"HOLLOMAN AFB, NM   88330-8038",575,,1045,7199,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,714-241-6272
726,52 UNIVERSITY BLVD,ROSWELL,NM,88203,8967,http://www.roswell.enmu.edu/,EASTERN NEW MEXICO UNIVERSITY,505-624-7145
727,"1500 S AVENUE K, STATION #34, SAS BUILDING, ROOM 186",PORTALES,NM,88130,9135,http://www.enmu.edu/,EASTERN NEW MEXICO UNIVERSITY,575-562-2280
728,"KIRTLAND EDUCATION CENTER, 1900 WYOMING BOULEVARD, S.E.",KIRTLAND AFB,AF,87117,7291,http://www.lewisu.edu/campuses/albuquerque/,LEWIS UNIVERSITY - ALBUQUERQUE,505-265-3947
729,4775 INDIAN SCHOOL RD NE STE. 200,ALBUQUERQUE,NM,87110,7852,http://www.national.edu/,NATIONAL AMERICAN UNIVERSITY,505) 348-3721
730,"ESPANOLA, NM   87532",505,,2164,8703,http://www.nnmc.edu/,NORTHERN NEW MEXICO  COLLEGE,505-747-2154
731,4601 COLLEGE BLVD,FARMINGTON,NM,87402,7817,http://www.sanjuancollege.edu/,SAN JUAN COLLEGE,505-566-3452
732,6401 RICHARDS AVE,SANTA FE,FE,87502,8332,http://www.sfccnm.edu/,SANTA FE COMMUNITY COLLEGE,505-438-1264
733,"1 UNIVERSITY OF NEW MEXICO, MSC 03 2190",ALBUQUERQUE,NM,0001,9643,http://www.unm.edu/,UNIVERSITY OF NEW MEXICO,505-277-8297
734,UNIVERSITY OF PHOENIX 1270 COUNTRY CLUB ROAD,SANTA TERESA,TE,88008,9738,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX â SANTA TERESA LEARNING CENTER,575) 874-4607
735,121 EAST 4TH STREET,CLOVIS,NM,88101,9561,http://www.wbu.edu/colleges-in-clovis/,WAYLAND BAPTIST UNIVERSITY,505-763-0535
736,4755 PASTURE ROAD (FFSC - BLDG 309),FALLON,NV,5000,7212,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE - NAS FALLON,775) 423-3711
737,6375 WEST CHARLESTON BOULEVARD,LAS VEGAS,VE,89146,8058,http://www.csn.edu/,COLLEGE OF SOUTHERN NEVADA,702-651-5733
738,700 COLLEGE DRIVE,HENDERSON,NV,89002,9009,http://www.csn.edu/,COLLEGE OF SOUTHERN NEVADA,702-651-3128
739,3200 EAST CHEYENNE AVENUE,NORTH LAS VEGAS,LA,89030,8878,http://www.csn.edu/pages/4711.asp,COLLEGE OF SOUTHERN NEVADA,702-651-4050
740,"2850 WEST HORIZON RIDGE PKWY, SUITE 300",HENDERSON,NV,89052,9261,http://nu.edu,NATIONAL UNIVERSITY - HENDERSON CAMPUS,702) 514-4071
741,"4475 ENGLAND AVENUE, 99FSS/FSDE, SUITE 300",NELLIS AFB,AF,89191,7366,http://www.nu.edu/,NATIONAL UNIVERSITY - NELLIS AFB,253) 225-6535
742,3755 BREAKTHROUGH WAY,LAS VEGAS,VE,89135,8415,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,702) 638-7279
743,7777 EASTGATE RD,HENDERSON,NV,89011,8993,http://phoenix.edu,UNIVERSITY OF PHOENIX â HENDERSON LEARNING CENTER,702) 352-0420
744,"FLUSHING, NY   11354",718,,9771,7786,http://test@acs.edu,ALLIANCE COMPUTING SOLUTIONS,http://www.acs.edu
745,"NEW YORK, NY   10018",212,,5990,7790,http://testnyc@acs.edu,ALLIANCE COMPUTING SOLUTIONS NYC,http://www.acs.edu
746,BAIS YAAKOV D'RAV HIRSCH,235 N MAIN STREET,MA,,7792,845-371-6750,BAIS YAAKOV D'RAV HIRSCH,"SPRING VALLEY, NY   10977"
747,566 7TH AVENUESUITE 703,NEW YORK,YO,10018,9597,http://www.brainseedtesting.com/,BRAINSEED TESTING CENTER - NEW YORK,703) 338-1877
748,"16 MOUNT EBO ROAD S., SUITE 18",BREWSTER,NY,10509,9635,http://www.brewstertech.com/school,BREWSTER TECH,845) 279-9400
749,"HEMPSTEAD, NY   11550",516,,5058,9315,http://hempsteadtesting@cambridge-edu.com,CAMBRIDGE BUSINESS INSTITUTE - LONG ISLAND / HEMPSTEAD,http://www.cambridge-edu.com/testing
750,"6796 TOWNLINE RD,",SYRACUSE,NY,13211,7110,http://www.ccis.edu/nationwide/syracuse/,COLUMBIA COLLEGE,315-455-0690
751,P4300 CAMP HALE RD,FORT DRUM,DR,13602,7118,http://www.ccis.edu/nationwide/drum/,COLUMBIA COLLEGE - FORT DRUM,315) 775-0128
752,4006 18TH AVENUE,BROOKLYN,NY,11218,7908,http://copeins.com/,COPE INSTITUTE,718-506-0500 X215
753,1 ACADEMIC DR,CORNING,NY,14830,9677,http://www.corning-cc.edu/,CORNING COMMUNITY COLLEGE,607-962-9329
754,DARKEI NOAM RABBINICAL COLLEGE,2822 AVENUE J,AV,,8057,718-338-6464,DARKEI NOAM RABBINICAL COLLEGE,"BROOKLYN, NY   11201"
755,53 PENDELL ROAD,POUGHKEEPSIE,NY,12601,9130,http://www.sunydutchess.edu/,DUTCHESS COMMUNITY COLLEGE,845-431-8500
756,3325 MARVIN SANDS DR.,CANANDAIGUA,NY,14424,9676,http://www.flcc.edu/,FINGER LAKES COMMUNITY COLLEGE,585-394-3500 X460
757,441 FORDHAM RD,BRONX,NY,10458,8636,http://www.fordham.edu/,FORDHAM UNIVERSITY,718-817-4600
758,5200 SOUTH PARK AVE,HAMBURG,NY,14075,9631,http://www.hilbert.edu/,HILBERT COLLEGE,716) 926-8929
759,ONE WILLARD AVE,HOUGHTON,NY,14744,8789,http://www.houghton.edu/,HOUGHTON COLLEGE,585) 567-9355
760,80 VANDENBURGH AVENUE,TROY,NY,12180,9680,http://www.hvcc.edu/,HUDSON VALLEY COMMUNITY COLLEGE,518-629-7320
761,1220 COFTEEN STREET,WATERTOWN,NY,13601,9180,http://www.sunyjefferson.edu/,JEFFERSON COMMUNITY COLLEGE,315-786-2249
762,KOLLEL MEKOR HABRACHAH,147,UN,,8714,917) 747-7342,KOLLEL MEKOR HABRACHAH,"FLUSHING, NY   11367"
763,"290 NORTH ROAD, DYSON 147",POUGHKEEPSIE,NY,12601,9484,http://www.marist.edu/,MARIST COLLEGE,845-575-3343
764,"1880 S. WINTON ROAD, SUITE 1",ROCHESTER,NY,14618,8596,http://www.medaille.edu/,MEDAILLE COLLEGE,585-272-0030
765,18 AGASSIZ CIRCLE,BUFFALO,NY,14214,8045,http://www.medaille.edu/,MEDAILLE COLLEGE,716-932-2601
766,"1150 CARROLL ST, C311",BROOKLYN,NY,11225,9670,http://www.mec.cuny.edu/,MEDGAR EVERS COLLEGE,718-270-4835
767,1101 SHERMAN DRIVE,UTICA,NY,5308,8820,https://www.mvcc.edu/,MOHAWK VALLEY COMMUNITY COLLEGE,315) 792-5458
768,ONE EDUCATION DRIVE,GARDEN CITY,CI,11530,8153,http://www.ncc.edu/,NASSAU COMMUNITY COLLEGE,516-572-7501
769,"SADE, 1 SOUTH BOULEVARD",NYACK,NY,10960,9732,http://www.nyack.edu/,NYACK COLLEGE,845-675-4459
770,2301 WESTSIDE DRIVE,ROCHESTER,NY,14624,8224,http://www.roberts.edu,ROBERTS WESLEYAN COLLEGE,585) 594-6640
771,"145 COLLEGE ROAD, ROOM 8346",SUFFERN,NY,10901,8719,http://www.sunyrockland.edu/,ROCKLAND COMMUNITY COLLEGE,845-574-4504
772,34 CORNELL DRIVE,CANTON,NY,13617,8088,http://www.canton.edu/,STATE UNIVERSITY OF NEW YORK - CANTON,315-854-0712
773,"LOU CARNESECCA ARENA, ROOM 1368000 UTOPIA PARKWAY",QUEENS,NY,11439,9659,http://www.stjohns.edu/,ST. JOHN\\\'S UNIVERSITY,718) 990-3371
774,"TESTING ONLY FOR ST. JOSEPH\'S STUDENTS*, 155 WEST ROE BLVD",PATCHOGUE,NY,2399,9886,http://www.sjcny.edu/,ST. JOSEPH'S COLLEGE,631-687-1492
775,TESTING FOR ST. JOSEPH\\'S COLLEGE STUDENTS ONLY222 CLINTON AVE,BROOKLYN,NY,3688,8894,http://www.sjcny.edu/,ST. JOSEPH\\'S COLLEGE,718) 940-5859
776,ST. JOSEPH\\'S COLLEGE (MILITARY ONLY),NEW YORK AIR NATIONAL GUARD ,YO,,7293,631-687-2674,ST. JOSEPH\\'S COLLEGE (MILITARY ONLY),"WESTHAMPTON BEACH, NY   11772"
777,212 COAST GUARD DRIVE,STATEN ISLAND,IS,10305,7349,http://www.sjcny.edu/,ST. JOSEPH\\\'S COLLEGE (MILITARY ONLY),631-687-2674
778,901 FRONT STREET,BINGHAMTON,NY,13901,8513,http://www.sunybroome.edu/,SUNY BROOME COMMUNITY COLLEGE,607) 778-5038
779,"HARTSDALE LOCATION, 200 NORTH CENTRAL AVE",HARTSDALE,NY,1999,8738,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,914-948-6206
780,"MANHATTAN LOCATION, 325 HUDSON STREET, 5TH FLOOR (CORNER OF HUDSON AND VANDAM)",NEW YORK,YO,10013,8739,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,212-647-7800
781,"CATTARAUGUS COUNTY CAMPUS, 260 NORTH UNION ST.",OLEAN,NY,2662,9604,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,716) 376-7511
782,"SARATOGA LOCATION, 111 WEST AVE",SARATOGA SPRINGS,SP,4391,9606,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,518-587-2100 X2779
783,"2875 UNION ROAD, APPLE TREE BUSINESS PARK",CHEEKTOWAGA,NY,14227,8736,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,716-686-7858
784,6333 STATE ROUTE 298,EAST SYRACUSE,SY,13057,8740,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,315-460-3160
785,680 WESTFALL ROAD,ROCHESTER,NY,14620,8737,http://www.esc.edu/,SUNY - EMPIRE STATE COLLEGE,585-244-3200
786,"COORDINATING CENTER, 2 UNION AVE",SARATOGA SPRINGS,SP,12866,8732,http://www.esc.edu/,SUNY-EMPIRE STATE COLLEGE - SARATOGA SPRINGS CAMPUS,518) 587-2100 EXT: 2446
787,100 SEYMOUR RD,UTICA,NY,13502,9324,http://www.sunyit.edu/,SUNY - POLYTECHNIC INSTITUTE,315-792-7208
788,91 WEST CARLTON ROAD,SUFFERN,NY,10901,8925,http://www.yst.edu/,YESHIVA SHAAREI TORAH OF ROCKLAND,845-352-3431
789,"THE MCGREGOR SCHOOL, 800 LIVERMORE",YELLOW SPRINGS,SP,1609,8799,http://www.antioch-college.edu/,ANTIOCH UNIVERSITY,513-767-6321
790,1 UNIVERSITY DRIVE,BLUFFTON,OH,2104,8777,http://www.bluffton.edu/,BLUFFTON UNIVERSITY,800) 488-3257 OPT 4
791,BUCKEYE CAREER CENTER,545 UNIVERSITY DRIVE,UN,,8041,330-3392288,BUCKEYE CAREER CENTER,"NEW PHILADELPHIA, OH   44663"
792,20918 STATE ROUTE 251,ST,MA,45118,8377,http://www.chatfield.edu/,CHATFIELD COLLEGE,513-875-3344
793,"2124 CHESTER AVENUE, RHODES TOWER WEST, ROOM 215",CLEVELAND,OH,44115,9097,http://www.csuohio.edu/,CLEVELAND STATE UNIVERSITY,216-687-2272
794,550 EAST SPRING ST,COLUMBUS,OH,43215,8755,http://www.cssc.edu/,COLUMBUS STATE COMMUNITY COLLEGE - COLUMBUS,614)287-5750
795,701 NORTH CLINTON,DEFIANCE,OH,43512,9719,http://www.defiance.edu/,DEFIANCE COLLEGE,419-783-2349
796,4000 SUNSET BLVD,STEUBENVILLE,OH,43952,9027,http://www.egcc.edu/,EASTERN GATEWAY COMMUNITY COLLEGE,740-264-5591 X214
797,"303 S. GRANT AVEPHILLIPS HALL, FIRST FLOOR",COLUMBUS,OH,43215,8602,http://www.franklin.edu/,FRANKLIN UNIVERSITY,614) 947-6807
798,4100 ROCKSIDE ROAD,INDEPENDENCE,OH,2198,9919,http://cleveland.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,216-525-6160
799,"3455 MILL RUN DRIVE, SUITE 200",HILLIARD,OH,43026,9962,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,614-529-7550
800,9286 SCHULZE DRIVE,WEST CHESTER,CH,45069,9760,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,513-881-3600
801,151 INNOVATION DRIVE,ELYRIA,OH,44035,9785,http://www.loraincc.edu/,LORAIN COUNTY COMMUNITY COLLEGE,440) 366-7003
802,MVNU STUDENTS ONLY1350 GRANVILLE RD,NEWARK,OH,43055,8392,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-397-8682 X6200
803,MVNU STUDENTS ONLY890 W. FOURTH STREET,MANSFIELD,OH,44906,8933,http://www.mvnu.edu,MOUNT VERNON NAZARENE UNIVERSITY,419-529-2131
804,"5150 E DUBLIN GRANVILLE RD, SUITE 120",COLUMBUS,OH,43081,8359,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-397-6862 X6000
805,800 MARTINSBURG ROAD,MT,VE,43050,8442,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-392-6868 X4230
806,163 STORMONT STREET,NEW CONCORD,CO,43762,8314,http://www.muskingum.edu/,MUSKINGUM UNIVERSITY,740-826-8164
807,"281 WEST LANE AVENUE, 585 STUDENT ACADEMIC SERVICES BUILDING",COLUMBUS,OH,43210,9264,http://www.testing.osu.edu/,OHIO STATE UNIVERSITY,614-292-2241
808,"WRIGHT-PATT AFB CAMPUS, 2130 FIFTH STREET, BUILDING 50, AREA B",WPAFB,OH,45433,7184,http://new.park.edu/campus-centers/ohio/oh-dayton.html,PARK UNIVERSITY,937-904-4806
809,"22730 FAIRVIEW CENTER DRIVE, SUITE 150",FAIRVIEW PARK,PA,44126,7753,http://www.strayer.edu/,STRAYER UNIVERSITY,440-471-6329
810,"4605 DUKE DR, SUITE 700",MASON,OH,45040,7950,http://www.strayer.edu/,STRAYER UNIVERSITY,513-234-6429
811,51 PARK WEST BOULEVARD,AKRON,OH,44320,7925,http://www.strayer.edu/,STRAYER UNIVERSITY,330-734-6729
812,2135 DANA AVENUE,CINCINNATI,OH,45207,7776,http://www.strayer.edu/,STRAYER UNIVERSITY,513-878-3129
813,"2600 PARAMOUNT PLACE, SUITE 300",FAIRBORN,OH,45324,9493,http://www.strayer.edu/,STRAYER UNIVERSITY,937.306.4500
814,"2225 NEBRASKA AVENUE, ROOM AS1200, SCOTT PARK CAMPUS MS458",TOLEDO,OH,43607,8900,http://www.utoledo.edu/,THE UNIVERSITY OF TOLEDO,419-530-3266
815,440 EAST MCMILLAN ST,CINCINNATI,OH,1925,8190,http://www.myunion.edu/,UNION INSTITUTE & UNIVERSITY,513-861-6400
816,"277 EAST BUCHTEL AVENUE, SIMMONS HALL, ROOM 304",AKRON,OH,4303,9347,http://www.uakron.edu/,UNIVERSITY OF AKRON,330-972-7084
817,2618 MCMICKEN CIRCLE100 UNIVERSITY PAVILION,CINCINNATI,OH,45221,8626,http://www.uc.edu/,UNIVERSITY OF CINCINNATI,513) 556-7173
818,4200 CLERMONT COLLEGE DRIVE,BATAVIA,OH,45103,8722,http://www.ucclermont.edu/students/test_center,UNIVERSITY OF CINCINNATI - CLERMONT COLLEGE,513) 558-5364
819,"300 COLLEGE PARK, GOSIGER HALL, ROOM 127",DAYTON,OH,0910,8412,http://www.udayton.edu/,UNIVERSITY OF DAYTON,937-229-3277
820,2623 SOUTH ARLINGTON RD,AKRON,OH,2044,8259,http://www.walsh.edu/,WALSH UNIVERSITY,330-490-7293
821,"TESTING CENTER - 233 MESHEL HALL, ONE UNIVERSITY PLAZA",YOUNGSTOWN,OH,44555,8650,http://www.ysu.edu/,YOUNGSTOWN STATE UNIVERSITY,330) 941-1343
822,2800 WEST GORE,LAWTON,OK,73505,9080,http://www.cameron.edu/,CAMERON UNIVERSITY,580-581-2212
823,1507 S. MCKENNA,POTEAU,OK,74953,7966,http://www.carlalbert.edu/,CARL ALBERT STATE COLLEGE,918-647-1316
824,"4301 NW KOEHLER LOOP, BUILDING 3281",FORT SILL,SI,5100,7181,http://www.ccis.edu/nationwide/ftsill/,COLUMBIA COLLEGE,580-353-7884
825,1301 WEST MAIN STREET,WILBURTON,OK,74578,8916,http://www.eosc.cc.ok.us/,EASTERN OKLAHOMA STATE COLLEGE,918-465-2361
826,NATIONAL AMERICAN UNIVERSITY,8040 S,SH,,8342,918-879-8400,NATIONAL AMERICAN UNIVERSITY,"TULSA, OK   74133"
827,700 N. GREENWOOD AVENUE,TULSA,OK,74107,7929,http://www.osu-tulsa.okstate.edu/testingcenter/,OKLAHOMA STATE UNIVERSITY - TULSA,918-594-8231
828,2201 SILVER LAKE RD,BARTLESVILLE,OK,74006,8411,http://www.okwu.edu/,OKLAHOMA WESLEYAN UNIVERSITY,918-335-6209
829,"1300 COUNTRY CLUB RD, BOX 370",EL RENO,RE,73036,9968,http://www.redlandscc.edu/,REDLANDS COMMUNITY COLLEGE,405-262-2552 X2609
830,"TESTING SERVICES, 6420 SE 15TH STREET",MIDWEST CITY,CI,73110,7237,http://www.rose.edu/,ROSE STATE COLLEGE,405) 733-7320
831,1900 W. MACARTHUR STREET,SHAWNEE,OK,74804,9312,http://www.stgregorys.edu/,SAINT GREGORY\'S UNIVERSITY,405-878-5310
832,8210 EAST REGAL COURT,TULSA,OK,74133,9552,http://snu.edu/,SOUTHERN NAZARENE UNIVERSITY,918) 970-4633
833,"100 NORTH UNIVERSITY DR, RM 301",EDMOND,OK,5209,9087,http://www.uco.edu/student-affairs/testing/,UNIVERSITY OF CENTRAL OKLAHOMA,405-974-2387
834,"NORMAN, OK   73072",405,,1208,9362,https://ouparking.t2hosted.com/cmn/auth_guest.aspx,UNIVERSITY OF OKLAHOMA,http://www.ou.edu/
835,"6501 N. BROADWAY, SUITE 100",OKLAHOMA CITY,CI,73116,8349,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,405-842-8007
836,1727 W. ALABAMA,CHICKASHA,OK,73018,7867,http://www.usao.edu/,UNIVERSITY OF SCIENCE &AMP; ARTS OF OKLAHOMA,405-574-1281
